interaction_u	projection_level	transport_dim	theta_b	theta_c	state_error	local_y_error	chi_theta_error	state_error_normalized	local_y_error_normalized	chi_theta_error_normalized	state_vs_chi_target_mismatch_normalized	gamma2_state_vs_chi_normalized	gamma3_state_vs_chi_normalized	chi_majorana_max_square_error_normalized	chi_majorana_max_anticommutator_error_normalized
0.0	8	4	1.5707963267948966	1.5707963267948966	2.306502836503458e-06	2.3065028364656995e-06	2.3065028364656995e-06	1.153251418251729e-06	1.1532514182328498e-06	1.1532514182328498e-06	2.543904983587117e-16	5.557351940818208e-17	2.2888303576545844e-16	1.6547515059362152e-15	1.982102950242937e-13
0.0	32	8	1.5707963267948966	1.5707963267948966	3.2618875916245064e-06	3.262235970358462e-06	3.262235970358462e-06	1.1532514177529721e-06	1.1533745882355728e-06	1.1533745882355728e-06	9.8607676155204e-05	5.4074177532413525e-05	5.407417758845749e-05	0.0001081454311597279	0.00015294073545454867
0.0	56	8	1.5707963267948966	1.5707963267948966	3.2618875914582017e-06	3.262550944959278e-06	3.262550944959278e-06	1.1532514176941745e-06	1.153485948573642e-06	1.153485948573642e-06	0.0001368487012443915	9.269321985464092e-05	9.269321995032067e-05	7.568018948248376e-05	0.00011560339897015362
0.0	80	12	1.5707963267948966	1.5707963267948966	3.9949801001241844e-06	3.995529911097333e-06	3.995529911097333e-06	1.153251418106948e-06	1.1534101348636235e-06	1.1534101348636235e-06	0.00011106731602215999	6.488796080287333e-05	6.488796086971748e-05	0.00010595815857153141	9.672612377861553e-05
0.1	8	4	1.5707963267948966	1.5707963267948966	1.8923041239906932e-06	1.8923041238034244e-06	1.8923041238034244e-06	9.461520619953466e-07	9.461520619017122e-07	9.461520619017122e-07	7.856194761881339e-17	1.2421491134263813e-16	7.855754162068994e-17	3.197565325225481e-15	6.428209356209458e-12
0.1	32	8	1.5707963267948966	1.5707963267948966	0.0004504133598660442	0.0004504133594992323	0.0004504133594992323	0.0001592451705491483	0.00015924517041946069	0.00015924517041946069	3.683947870860609e-07	2.008807909730232e-07	2.00880791463516e-07	0.0003668650201760129	5.682345655495368e-07
0.1	56	12	1.5707963267948966	1.5707963267948966	0.00042614887819530115	0.00042614910897712644	0.00042614910897712644	0.0001230185847704571	0.00012301865139143156	0.00012301865139143156	0.00029048801357005495	0.0001232043899654944	0.00012320439009263573	0.0005903232824300878	0.00044861910177591396
0.1	80	12	1.5707963267948966	1.5707963267948966	0.00014474059250123243	0.00014474036351928038	0.00014474036351928038	4.178301002162624e-05	4.178294392023041e-05	4.178294392023041e-05	0.00027298235107093573	8.638141507590012e-05	8.638141516475096e-05	0.0005823588625963259	0.00037530041229740527
