interaction_u	projection_level	transport_dim	physical_coupling_mode	physical_coupling_theta	ideal_target_gate_error	ideal_target_gate_error_normalized	physical_target_gate_error_in_ideal_basis	physical_target_gate_error_in_ideal_basis_normalized	physical_target_gate_error_in_physical_basis	physical_target_gate_error_in_physical_basis_normalized	physical_vs_ideal_target_gate_error_in_ideal_basis	physical_vs_ideal_target_gate_error_in_ideal_basis_normalized	best_b_candidate_target_axis	best_b_candidate_overlap_x	best_b_candidate_overlap_y	best_b_candidate_score	best_b_candidate_coefficients_plus	best_b_candidate_coefficients_minus	best_c_candidate_target_axis	best_c_candidate_overlap_x	best_c_candidate_overlap_y	best_c_candidate_score	best_c_candidate_coefficients_plus	best_c_candidate_coefficients_minus	ideal_single_exchange_gamma2_to_minus_gamma3_error	ideal_single_exchange_gamma2_to_minus_gamma3_error_normalized	ideal_single_exchange_gamma3_to_gamma2_error	ideal_single_exchange_gamma3_to_gamma2_error_normalized	ideal_single_exchange_gamma1_to_gamma1_error	ideal_single_exchange_gamma1_to_gamma1_error_normalized	ideal_single_exchange_gamma0_to_gamma0_error	ideal_single_exchange_gamma0_to_gamma0_error_normalized	ideal_single_exchange_max_error	ideal_single_exchange_max_error_normalized	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_ideal_basis_max_error	physical_single_exchange_in_ideal_basis_max_error_normalized	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_physical_basis_max_error	physical_single_exchange_in_physical_basis_max_error_normalized	ideal_majorana_algebra_gamma0_square_error_normalized	ideal_majorana_algebra_gamma1_square_error_normalized	ideal_majorana_algebra_gamma2_square_error_normalized	ideal_majorana_algebra_gamma3_square_error_normalized	ideal_majorana_algebra_max_square_error_normalized	ideal_majorana_algebra_max_anticommutator_error_normalized	physical_majorana_algebra_gamma0_square_error_normalized	physical_majorana_algebra_gamma1_square_error_normalized	physical_majorana_algebra_gamma2_square_error_normalized	physical_majorana_algebra_gamma3_square_error_normalized	physical_majorana_algebra_max_square_error_normalized	physical_majorana_algebra_max_anticommutator_error_normalized
0.0	8	4	rotated	0.5235987755982988	2.306502836503458e-06	1.153251418251729e-06	0.007397270537123465	0.0036986352685617323	2.3065028375262238e-06	1.1532514187631119e-06	0.007397263575991371	0.0036986317879956856	minus	1.2170819038270339e-33	1.0	1.0	-0.00213519,8.68649e-50,-2.34071e-20,0,-7.30585e-21,3.01373e-67,-5.04118e-21,2.08643e-67	0,-0.999892,-1.1101e-16,0,0,-3.42126e-18,0,-2.36074e-18	minus	9.011059722252813e-35	1.0	1.0	-0.00213519,9.35468e-51,-2.94802e-20,0,-6.93207e-21,2.89782e-68,-7.7462e-21,3.24556e-68	0,-0.999892,0,0,-2.77526e-17,-3.24623e-18,0,-3.62748e-18	0.003716477429728692	0.0013139731963439543	5.314606454691502e-06	1.8789971317250784e-06	0.0037164736297518675	0.0013139718528492638	1.8415496423663493e-07	6.510861200044534e-08	0.003716477429728692	0.0013139731963439543	0.015254197738017282	0.005393173331056256	0.014794544985887241	0.005230661542045151	0.0037164736297544063	0.0013139718528501613	1.8415496509042477e-07	6.510861230230563e-08	0.015254197738017282	0.005393173331056256	0.0037164774297312247	0.0013139731963448498	5.314606455876679e-06	1.8789971321441018e-06	0.0037164736297544063	0.0013139718528501613	1.8415496509042477e-07	6.510861230230563e-08	0.0037164774297312247	0.0013139731963448498	1.363392051837862e-15	1.3625339732686696e-15	1.3980639916187484e-15	1.6989604292864939e-15	1.6989604292864939e-15	1.9821058013345153e-13	1.363392051837862e-15	1.3625339732686696e-15	1.8311283280642274e-15	1.8058690605646217e-15	1.8311283280642274e-15	1.9821121546642098e-13
0.0	32	16	rotated	0.5235987755982988	0.6249447551324527	0.15623618878311318	4.04999759995261	1.0124993999881524	3.9674075418673542	0.9918518854668386	3.7901125754673775	0.9475281438668444	minus	3.791921248796806e-19	0.9999459258224119	0.9999459258224119	-0.00213519,7.9018e-20,-0.00213519,-7.51593e-35,-7.77071e-19,-4.60295e-36,-4.63642e-19,-1.99511e-36	0,-0.999892,-4.44041e-16,0.999892,3.78105e-17,-9.73443e-18,-8.7233e-17,1.05675e-18	minus	-1.818378103024721e-19	0.9999459258224117	0.9999459258224117	-0.00213519,2.86133e-50,-0.00213519,3.24069e-34,-1.10522e-19,-9.2907e-53,2.7281e-21,1.5589e-51	0,-0.999892,2.12936e-16,0.999892,-1.51922e-16,-4.60815e-18,1.06815e-16,1.64667e-18	3.164261365348984	0.5593676672212176	1.7045456753251285	0.3013239514661504	2.665909607107967	0.471270690304102	0.46352608198499934	0.08194060895710614	3.164261365348984	0.5593676672212176	7.759936586844429	1.3717759455338219	7.544342181801695	1.3336638790859228	6.45999483766368	1.1419765390355194	6.411096222507491	1.1333324034436265	7.759936586844429	1.3717759455338219	7.324490439035004	1.294799214544421	5.765945701782776	1.0192848264210068	6.45999483766368	1.1419765390355194	6.411096222507491	1.1333324034436265	7.324490439035004	1.294799214544421	1.938227056763731e-15	1.970357305809375e-15	1.7606358111923417e-15	1.6664751825381478e-15	1.970357305809375e-15	1.7667093146958147e-13	1.938227056763731e-15	1.970357305809375e-15	0.5397624316239991	0.5397624316239995	0.5397624316239995	0.7633393512621403
0.0	56	28	rotated	0.5235987755982988	2.191445718948158	0.4141443131452838	4.12571746839126	0.7796873143627328	2.825701365550442	0.5340073637558632	3.6570324018889977	0.6911141622788217	minus	1.9291877861019708e-20	0.9999073067800494	0.9999073067800494	-0.00213519,-1.18527e-19,-0.00213519,-5.65796e-34,-2.83863e-19,-2.69827e-36,-1.8274e-19,-1.34731e-36	0,-0.999892,-1.72542e-17,0.999892,2.68685e-16,-9.8431e-18,5.11657e-17,5.16712e-19	minus	-1.0093640438207425e-19	0.9999073067800495	0.9999073067800495	-0.00213519,1.81596e-33,-0.00213519,3.16723e-34,-4.19497e-19,-3.01277e-36,-2.17696e-19,-1.8608e-36	0,-0.999892,9.02753e-17,0.999892,2.55293e-17,0,2.8513e-16,1.79991e-18	6.119682717956037	0.8177770016554656	5.978087836127332	0.7988555896724743	3.2209380842541533	0.430415956260395	2.614219474941218	0.349339771752218	6.119682717956037	0.8177770016554656	8.339123908484	1.1143623061215122	8.603085071816869	1.1496356002860075	5.504106937694387	0.7355172278934965	4.845364812175789	0.6474891086104312	8.603085071816869	1.1496356002860075	6.828923260060554	0.9125532557042128	6.285118358892853	0.8398842690821413	5.504106937694387	0.7355172278934965	4.845364812175789	0.6474891086104312	6.828923260060554	0.9125532557042128	2.0064829372625604e-15	2.0302926359325184e-15	2.0897262628697257e-15	2.025987854302718e-15	2.0897262628697257e-15	1.5952154916001003e-13	2.0064829372625604e-15	2.0302926359325184e-15	0.27264009617832946	0.2726400961783294	0.27264009617832946	0.4164646260724116
0.0	80	40	rotated	0.5235987755982988	3.749516569248228	0.5928506241682427	4.891150613350266	0.7733588158558207	3.894148111818843	0.6157188789695801	3.507865309716432	0.5546422051897952	minus	2.1393454572921602e-19	0.9999351120391303	0.9999351120391303	-0.00213519,1.97545e-20,-0.00213519,9.90871e-34,0.00213519,-2.91365e-34,1.61765e-19,-1.41792e-36	0,-0.999892,-2.63774e-16,0.999892,-7.40085e-17,-0.999892,-1.83168e-16,9.93901e-18	minus	3.610242178821539e-19	0.9999351120391301	0.9999351120391301	-0.00213519,-1.18091e-19,-0.00213519,-6.39287e-32,0.00213519,-1.13178e-34,4.48766e-19,-3.02186e-37	0,-0.999892,2.14031e-18,0.999892,1.21692e-15,-0.999892,4.88591e-17,1.02693e-17	9.79796179053674	1.0954454302292853	9.79795897113848	1.095445115010977	0.007432947259510875	0.0008310287672718543	3.6830992881448507e-07	4.117830188086485e-08	9.79796179053674	1.0954454302292853	10.746259609979308	1.2014683495887055	10.673648530136509	1.1933501840662972	6.479979151407675	0.7244836937664482	6.315577301265138	0.7061030081391758	10.746259609979308	1.2014683495887055	9.623248394273492	1.0759118786980613	9.365958512243015	1.0471459953909088	6.479979151407675	0.7244836937664482	6.315577301265138	0.7061030081391758	9.623248394273492	1.0759118786980613	2.080483573663431e-15	2.0829014029679997e-15	2.0194447259710096e-15	2.1799089836877403e-15	2.1799089836877403e-15	2.0901486179756722e-13	2.080483573663431e-15	2.0829014029679997e-15	0.5037346113623135	0.5037346113623131	0.5037346113623135	0.5286818471359253
0.1	8	4	rotated	0.5235987755982988	1.8923041239906932e-06	9.461520619953466e-07	0.10626342209488701	0.053131711047443506	1.8923041252196338e-06	9.461520626098169e-07	0.10626336220443991	0.053131681102219955	minus	2.8711496192408425e-35	1.0	1.0	0.0307061,-1.01565e-49,2.42406e-20,0,-2.83096e-19,9.27302e-67,-6.81385e-20,2.22552e-67	0,0.99958,2.32023e-17,0,-6.90643e-18,-9.21565e-18,2.40154e-17,-2.21812e-18	minus	1.0925716111179363e-33	1.0	1.0	0.0307061,-7.21646e-50,-2.1684e-20,0,-2.49803e-19,6.02746e-67,-8.30685e-20,1.94733e-67	0,0.99958,-5.54879e-17,0,-1.10976e-16,-8.13187e-18,-5.54879e-17,-2.70414e-18	0.0037164546320988872	0.0013139651361646393	5.314560555929341e-06	1.8789809040620923e-06	0.0037164508321643882	0.0013139637926849132	8.529440716298773e-09	3.0156126851117525e-09	0.0037164546320988872	0.0013139651361646393	0.21255936746218954	0.0751510850686187	0.21252696694816015	0.07513962975702664	0.003716450832168465	0.0013139637926863545	8.529442137108083e-09	3.0156131874437018e-09	0.21255936746218954	0.0751510850686187	0.003716454632102949	0.0013139651361660754	5.314560557400971e-06	1.878980904582392e-06	0.003716450832168465	0.0013139637926863545	8.529442137108083e-09	3.0156131874437018e-09	0.003716454632102949	0.0013139651361660754	1.103561363756116e-15	1.0759549462407656e-15	2.970880265177007e-15	3.3738595395567486e-15	3.3738595395567486e-15	6.428207256437146e-12	1.103561363756116e-15	1.0759549462407656e-15	3.3142361653464818e-15	3.3336192072802763e-15	3.3336192072802763e-15	6.428216605180778e-12
0.1	32	16	rotated	0.5235987755982988	2.526290507342425	0.6315726268356062	4.055343706921285	1.0138359267303212	4.003395774330895	1.0008489435827237	3.461508107683893	0.8653770269209733	minus	5.94299099551867e-19	0.9999997990987226	0.9999997990987226	0.0307061,-8.41387e-19,0.0113678,1.11998e-33,1.88237e-18,1.84337e-35,-2.0557e-19,2.72513e-36	0,0.99958,1.10976e-16,-0.999988,1.64096e-18,-1.79481e-17,-1.11e-17,7.85137e-18	minus	5.942990995518632e-19	0.9999997990987226	0.9999997990987226	0.0307061,4.20693e-19,0.0113678,-5.3264e-34,-1.49767e-18,-2.83639e-35,-5.84453e-19,-4.64877e-36	0,0.99958,1.10976e-16,-0.999988,7.4815e-18,-1.796e-17,-4.56474e-17,9.57947e-18	6.975855245322504	1.2331686371358224	6.728032907894218	1.189359423304562	1.842859118616026	0.325774544886214	5.316505358610302e-06	9.398342478219904e-07	6.975855245322504	1.2331686371358224	7.790868041945608	1.3772439059473245	7.759662405916973	1.371727476735553	6.513540756934727	1.1514422096908759	6.526675976222934	1.1537642103486414	7.790868041945608	1.3772439059473245	7.500660960201149	1.3259420570848581	6.456784939913739	1.1414091039190448	6.513540756934727	1.1514422096908759	6.526675976222934	1.1537642103486414	7.500660960201149	1.3259420570848581	2.120756943465012e-15	2.0819638388800456e-15	0.00035322460137221946	0.0003532246013714491	0.00035322460137221946	7.179793553626565e-12	2.120756943465012e-15	2.0819638388800456e-15	0.45716935985978685	0.45716935985978685	0.45716935985978685	0.6464025157210157
0.1	56	28	rotated	0.5235987755982988	3.2671435717738517	0.6174320991754941	4.307875848394607	0.8141120124138226	2.928387204582905	0.5534131632735709	3.189362358129636	0.6027328314629671	minus	-8.865927608132595e-18	0.9998768051851437	0.9998768051851437	0.0307061,-2.08234e-18,0.0113678,2.53096e-19,0.00129242,-1.99578e-34,-6.68287e-20,4.8536e-35	0,0.99958,-1.86683e-15,-0.999988,-9.26146e-15,0.998628,2.78457e-17,2.01143e-17	minus	1.7270683021763424e-18	0.9998768051851433	0.9998768051851433	0.0307061,-1.06806e-18,0.0113678,-9.38236e-19,0.00129242,4.35301e-35,2.74477e-18,3.36749e-37	0,0.99958,2.62942e-16,-0.999988,2.68997e-15,0.998628,-5.17706e-17,2.12986e-17	9.317849397833971	1.2451500010090215	9.609909389634199	1.284178159069752	4.785433036492067	0.639480388210807	2.6831831770971317	0.358555434094752	9.609909389634199	1.284178159069752	9.515305303401487	1.2715361562814798	10.391599546255422	1.388635900094405	3.048533795981875	0.40737746416305665	3.0527874589612574	0.40794588378832997	10.391599546255422	1.388635900094405	8.809680657257848	1.1772430966552978	8.256877428405781	1.103371657917197	3.048533795981875	0.40737746416305665	3.0527874589612574	0.40794588378832997	8.809680657257848	1.1772430966552978	2.3382382974147315e-15	2.2836571769450796e-15	0.0007674421363336289	0.0007674421363331438	0.0007674421363336289	6.4294361537444995e-12	2.3382382974147315e-15	2.2836571769450796e-15	0.7289894798690782	0.7289894798690782	0.7289894798690782	0.8618550897453595
0.1	80	40	rotated	0.5235987755982988	3.749323438704253	0.5928200875480073	3.84652691413789	0.6081893064907331	3.30029483296249	0.5218224311123207	1.4399887563377363	0.22768221375302355	minus	-8.76825677389579e-19	0.9999136162361854	0.9999136162361854	0.0307061,6.64264e-19,0.0113678,1.83041e-35,0.00129242,3.36159e-35,4.32117e-21,-7.33844e-37	0,0.99958,4.64914e-16,-0.999988,-1.6691e-14,0.998628,-7.50851e-18,2.0548e-17	minus	1.2007820979672417e-19	0.9999136162361854	0.9999136162361854	0.0307061,6.18297e-19,0.0113678,7.60971e-34,0.00129242,-1.16789e-34,-4.01886e-19,-6.21106e-36	0,0.99958,2.89388e-17,-0.999988,-1.57876e-16,0.998628,-3.61324e-17,1.87476e-17	9.796807295312544	1.0953163537392352	9.796804474619963	1.0953160383762175	0.007432901645661559	0.0008310236674884651	1.528033003558238e-08	1.7083928339096989e-09	9.796807295312544	1.0953163537392352	9.406320270985645	1.0516585772029072	9.764733985148025	1.0917304486496702	2.9695629476066085	0.33200723071565114	3.057457631246931	0.3418341550896811	9.764733985148025	1.0917304486496702	10.275673597628513	1.1488552339448588	10.028641858221222	1.121236245849123	2.9695629476066085	0.33200723071565114	3.057457631246931	0.3418341550896811	10.275673597628513	1.1488552339448588	2.2367342623592136e-15	2.1972481249278972e-15	0.000747784690355717	0.0007477846903554414	0.000747784690355717	7.037012152844694e-12	2.2367342623592136e-15	2.1972481249278972e-15	0.503528213433793	0.5035282134337932	0.5035282134337932	0.5892360270659327
2.0	8	4	rotated	0.5235987755982988	2.0344276269212373e-06	1.0172138134606186e-06	1.2686942918609179	0.6343471459304589	2.0344276270764243e-06	1.0172138135382121e-06	1.2686933409748764	0.6343466704874382	minus	-1.4456600394284585e-33	1.0	1.0	0.466895,3.42114e-49,5.34455e-18,0,-6.27538e-18,-7.12168e-66,-6.0796e-18,-7.12168e-66	0,0.985504,0,0,0,-1.32458e-17,1.09413e-16,-1.28326e-17	minus	1.0076561468347723e-33	0.9999999999999998	0.9999999999999998	0.466895,1.46334e-49,6.39563e-18,0,-5.57822e-18,-6.49111e-67,-6.37899e-18,6.49111e-68	0,0.985504,6.59124e-17,0,-5.74882e-17,-1.17743e-17,4.36721e-17,-1.34645e-17	0.003716467525040951	0.0013139696945080207	5.314586495053496e-06	1.8789900749273862e-06	0.0037164637250825415	0.0013139683510198408	1.3860246299825103e-07	4.9003370737610416e-08	0.003716467525040951	0.0013139696945080207	2.5373912033946264	0.8971032632217173	2.53738957688986	0.8971026881654423	0.0037164637250868783	0.0013139683510213743	1.3860247053948804e-07	4.900337340384033e-08	2.5373912033946264	0.8971032632217173	0.0037164675250452852	0.001313969694509553	5.314586494774553e-06	1.878990074828765e-06	0.0037164637250868783	0.0013139683510213743	1.3860247053948804e-07	4.900337340384033e-08	0.0037164675250452852	0.001313969694509553	1.3078122902278645e-15	1.307800440424875e-15	1.5937102628163466e-15	1.915131654873781e-15	1.915131654873781e-15	1.1453647937007428e-12	1.3078122902278645e-15	1.307800440424875e-15	2.256800093412391e-15	2.2381687012008933e-15	2.256800093412391e-15	1.1455850289844776e-12
2.0	32	16	rotated	0.5235987755982988	3.005680022927702	0.7514200057319255	4.079023812544987	1.0197559531362468	4.127264852051802	1.0318162130129505	3.446309887924446	0.8615774719811115	minus	2.467019136158301e-35	0.9972099619462811	0.9972099619462811	0.466895,2.64655e-18,-0.071514,3.10924e-34,4.71166e-18,1.72866e-34,3.80681e-18,1.74257e-34	0,0.985504,-7.14949e-34,-0.926439,4.7104e-50,-8.01076e-19,3.80579e-50,-8.07522e-19	minus	3.775429367263896e-18	0.9972099619462811	0.9972099619462811	0.466895,2.64655e-18,-0.071514,-1.94903e-33,1.25188e-17,1.54295e-34,-1.29871e-18,1.61242e-34	0,0.985504,-1.09413e-16,-0.926439,-5.3691e-17,-7.8545e-19,-5.80351e-17,7.54761e-19	7.883492843419809	1.393617812254441	7.881099145252349	1.3931946622028597	0.25686299769076226	0.04540739187576062	0.11104409688770749	0.01963000848000849	7.883492843419809	1.393617812254441	7.832728020822357	1.3846437746783433	7.8500552505028125	1.3877068250799	6.627644785809819	1.1716131428354466	6.641835705298579	1.17412176668589	7.8500552505028125	1.3877068250799	7.697665358861452	1.3607678436389279	7.3498628479017905	1.2992844651356066	6.627644785809819	1.1716131428354466	6.641835705298579	1.17412176668589	7.697665358861452	1.3607678436389279	2.2783220297207807e-15	2.2280418225881665e-15	0.05185680011298059	0.05185680011297988	0.05185680011298059	1.0493925554871819e-12	2.2783220297207807e-15	2.2280418225881665e-15	0.39711878732685457	0.3971187873268545	0.39711878732685457	0.2864163936898094
