interaction_u	projection_level	transport_dim	component_levels	tocheck	b_matrix_error	b_matrix_error_normalized	c_matrix_error	c_matrix_error_normalized	ideal_target_gate_error	ideal_target_gate_error_normalized	physical_target_gate_error_in_ideal_basis	physical_target_gate_error_in_ideal_basis_normalized	physical_target_gate_error_in_physical_basis	physical_target_gate_error_in_physical_basis_normalized	physical_vs_ideal_target_gate_error_in_ideal_basis	physical_vs_ideal_target_gate_error_in_ideal_basis_normalized	physical_target_gate_error_against_physical_target_in_ideal_basis	physical_target_gate_error_against_physical_target_in_ideal_basis_normalized	physical_target_gate_error_against_ideal_target_in_physical_basis	physical_target_gate_error_against_ideal_target_in_physical_basis_normalized	ideal_vs_physical_target_gate_error_in_ideal_basis	ideal_vs_physical_target_gate_error_in_ideal_basis_normalized	ideal_vs_physical_target_gate_error_in_physical_basis	ideal_vs_physical_target_gate_error_in_physical_basis_normalized	gamma2_ideal_vs_physical_error_in_ideal_basis_normalized	gamma3_ideal_vs_physical_error_in_ideal_basis_normalized	gamma2_ideal_vs_physical_error_in_physical_basis_normalized	gamma3_ideal_vs_physical_error_in_physical_basis_normalized	ideal_single_exchange_gamma2_to_minus_gamma3_error	ideal_single_exchange_gamma2_to_minus_gamma3_error_normalized	ideal_single_exchange_gamma3_to_gamma2_error	ideal_single_exchange_gamma3_to_gamma2_error_normalized	ideal_single_exchange_gamma1_to_gamma1_error	ideal_single_exchange_gamma1_to_gamma1_error_normalized	ideal_single_exchange_gamma0_to_gamma0_error	ideal_single_exchange_gamma0_to_gamma0_error_normalized	ideal_single_exchange_max_error	ideal_single_exchange_max_error_normalized	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error	physical_single_exchange_in_ideal_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error	physical_single_exchange_in_ideal_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error	physical_single_exchange_in_ideal_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_ideal_basis_max_error	physical_single_exchange_in_ideal_basis_max_error_normalized	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error	physical_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error_normalized	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error	physical_single_exchange_in_physical_basis_gamma3_to_gamma2_error_normalized	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error	physical_single_exchange_in_physical_basis_gamma1_to_gamma1_error_normalized	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error	physical_single_exchange_in_physical_basis_gamma0_to_gamma0_error_normalized	physical_single_exchange_in_physical_basis_max_error	physical_single_exchange_in_physical_basis_max_error_normalized	ideal_transport_single_exchange_gamma2_to_minus_gamma3_error	ideal_transport_single_exchange_gamma2_to_minus_gamma3_error_normalized	ideal_transport_single_exchange_gamma3_to_gamma2_error	ideal_transport_single_exchange_gamma3_to_gamma2_error_normalized	ideal_transport_single_exchange_gamma1_to_gamma1_error	ideal_transport_single_exchange_gamma1_to_gamma1_error_normalized	ideal_transport_single_exchange_gamma0_to_gamma0_error	ideal_transport_single_exchange_gamma0_to_gamma0_error_normalized	ideal_transport_single_exchange_max_error	ideal_transport_single_exchange_max_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error	physical_transport_single_exchange_in_ideal_basis_gamma2_to_minus_gamma3_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma3_to_gamma2_error	physical_transport_single_exchange_in_ideal_basis_gamma3_to_gamma2_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma1_to_gamma1_error	physical_transport_single_exchange_in_ideal_basis_gamma1_to_gamma1_error_normalized	physical_transport_single_exchange_in_ideal_basis_gamma0_to_gamma0_error	physical_transport_single_exchange_in_ideal_basis_gamma0_to_gamma0_error_normalized	physical_transport_single_exchange_in_ideal_basis_max_error	physical_transport_single_exchange_in_ideal_basis_max_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error	physical_transport_single_exchange_in_physical_basis_gamma2_to_minus_gamma3_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma3_to_gamma2_error	physical_transport_single_exchange_in_physical_basis_gamma3_to_gamma2_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma1_to_gamma1_error	physical_transport_single_exchange_in_physical_basis_gamma1_to_gamma1_error_normalized	physical_transport_single_exchange_in_physical_basis_gamma0_to_gamma0_error	physical_transport_single_exchange_in_physical_basis_gamma0_to_gamma0_error_normalized	physical_transport_single_exchange_in_physical_basis_max_error	physical_transport_single_exchange_in_physical_basis_max_error_normalized	ideal_majorana_algebra_gamma0_square_error_normalized	ideal_majorana_algebra_gamma1_square_error_normalized	ideal_majorana_algebra_gamma2_square_error_normalized	ideal_majorana_algebra_gamma3_square_error_normalized	ideal_majorana_algebra_max_square_error_normalized	ideal_majorana_algebra_max_anticommutator_error_normalized	physical_majorana_algebra_gamma0_square_error_normalized	physical_majorana_algebra_gamma1_square_error_normalized	physical_majorana_algebra_gamma2_square_error_normalized	physical_majorana_algebra_gamma3_square_error_normalized	physical_majorana_algebra_max_square_error_normalized	physical_majorana_algebra_max_anticommutator_error_normalized
0.0	8	4	4	MinusDiagonal	7.369412749922124e-16	2.6054808644162685e-16	1.175245734435083e-15	4.1551211418980577e-16	2.306502836503458e-06	1.153251418251729e-06	2.3065028364656995e-06	1.1532514182328498e-06	2.306502836959927e-06	1.1532514184799636e-06	1.4163820980533096e-15	7.081910490266548e-16	2.3065028369577444e-06	1.1532514184788722e-06	2.3065028364678823e-06	1.1532514182339412e-06	5.087809295081346e-16	2.543904647540673e-16	5.087809295081336e-16	2.543904647540668e-16	5.557336558107862e-17	2.288829984158036e-16	5.557336558107862e-17	2.288829984158036e-16	0.003716477429728692	0.0013139731963439543	5.314606454691502e-06	1.8789971317250784e-06	0.0037164736297518675	0.0013139718528492638	1.841549642366349e-07	6.510861200044534e-08	0.003716477429728692	0.0013139731963439543	0.0037164774297321376	0.0013139731963451725	5.314606455306081e-06	1.878997131942365e-06	0.003716473629755312	0.0013139718528504816	1.841549638319455e-07	6.510861185736603e-08	0.0037164774297321376	0.0013139731963451725	0.00371647742973213	0.0013139731963451697	5.314606455180798e-06	1.8789971318980705e-06	0.003716473629755312	0.0013139718528504816	1.841549638319455e-07	6.510861185736603e-08	0.00371647742973213	0.0013139731963451697	4.027515218375819e-06	2.0137576091879096e-06	3.757993451898128e-06	1.878996725949064e-06	0.002627943138547412	0.001313971569273706	1.3021722440627872e-07	6.510861220313936e-08	0.002627943138547412	0.001313971569273706	4.027515217922094e-06	2.013757608961047e-06	3.7579934510222244e-06	1.8789967255111122e-06	0.0026279431385488545	0.0013139715692744272	1.302172241116678e-07	6.51086120558339e-08	0.0026279431385488545	0.0013139715692744272	4.0275152179922386e-06	2.0137576089961193e-06	3.75799345095344e-06	1.87899672547672e-06	0.0026279431385488545	0.0013139715692744272	1.302172241116678e-07	6.51086120558339e-08	0.0026279431385488545	0.0013139715692744272	1.363392051837862e-15	1.3625339732686696e-15	1.3980639916187484e-15	1.6989604292864939e-15	1.6989604292864939e-15	1.9821058013345153e-13	1.363392051837862e-15	1.3625339732686696e-15	1.4958932620059409e-15	1.6547515059362152e-15	1.6547515059362152e-15	1.982102950242937e-13
0.0	32	8	4	MinusDiagonal	0.058824141163866	0.010398737278611094	0.05882414116386606	0.010398737278611105	3.2618875916245064e-06	1.1532514177529721e-06	3.262235970358462e-06	1.1533745882355728e-06	0.00027717254628529517	9.79952935185372e-05	5.217271245195203e-10	1.844583938383555e-10	0.00027717254833133976	9.799529424192321e-05	3.2622377724900662e-06	1.1533752253853118e-06	0.0002789046259455671	9.8607676155204e-05	0.00027890462594538305	9.860767615513892e-05	5.4074177532413525e-05	5.407417758845749e-05	5.407417753241902e-05	5.407417758845792e-05	5.656856691167717	1.000000431631297	5.656854249497372	1.0000000000008824	0.005255887411400455	0.0009291184074385677	2.604344516039358e-07	4.603874169593568e-08	5.656856691167717	1.000000431631297	5.656853264515097	0.9999998258789708	5.656859946646135	1.0000010071240133	0.015294434873735207	0.0027036996534085455	0.014368884432976601	0.0025400839051608936	5.656859946646135	1.0000010071240133	5.657084336683862	1.0000406740533403	5.657060171968919	1.0000364022948898	0.015294434873735207	0.0027036996534085455	0.014368884432976601	0.0025400839051608936	5.657084336683862	1.0000406740533403	5.695766640017411e-06	2.013757607606214e-06	5.3146053018534225e-06	1.8789967241352666e-06	0.0037164728276825134	0.0013139715692749242	1.8415496741038954e-07	6.510861312253704e-08	0.0037164728276825134	0.0013139715692749242	5.6960378274643675e-06	2.013853486847572e-06	5.314842522680191e-06	1.8790805943628901e-06	0.0037165775530658995	0.0013140085952893015	1.8413215053674825e-07	6.510054613949843e-08	0.0037165775530658995	0.0013140085952893015	5.675536460275995e-06	2.006605158966325e-06	5.24594236464989e-06	1.8547207098788647e-06	0.0037165768595783925	0.0013140083501044422	1.8413314984791948e-07	6.510089944935128e-08	0.0037165768595783925	0.0013140083501044422	1.938227056763731e-15	1.970357305809375e-15	1.7606358111923417e-15	1.6664751825381478e-15	1.970357305809375e-15	1.7667093146958147e-13	1.938227056763731e-15	1.970357305809375e-15	0.00010814543115892101	0.0001081454311597279	0.0001081454311597279	0.00015294073545454867
0.0	56	8	4	MinusDiagonal	0.10188640120741976	0.013615143060341272	0.10188640120741987	0.013615143060341285	3.2618875914582017e-06	1.1532514176941745e-06	3.2625509446412313e-06	1.1534859484611954e-06	0.0003850229131356443	0.00013612615639520655	8.468520338498796e-10	2.9940740789843474e-10	0.0003850229175667204	0.00013612615796182854	3.2625539128646555e-06	1.153486997886651e-06	0.0003870665785859247	0.0001368487012443915	0.0003870665785859781	0.0001368487012444104	9.269321985464092e-05	9.269321995032067e-05	9.269321985465868e-05	9.269321995032486e-05	8.944273454250434	1.1952288156936504	8.944271910002318	1.1952286093348157	0.005255887411398444	0.0007023474984611127	2.604344472843826e-07	3.480201690899996e-08	8.944273454250434	1.1952288156936504	8.944269119993331	1.1952282365041824	8.944279116335986	1.1952295723216586	0.020981005566800943	0.0028037048021773547	0.020320362568789174	0.002715422668122668	8.944279116335986	1.1952295723216586	8.944506116787752	1.1952599065329854	8.944477096308326	1.1952560285082994	0.020981005566800943	0.0028037048021773547	0.020320362568789174	0.002715422668122668	8.944506116787752	1.1952599065329854	5.695766642234047e-06	2.013757608389913e-06	5.31460530382572e-06	1.878996724832579e-06	0.0037164728276813824	0.0013139715692745244	1.8415496404379144e-07	6.510861193226488e-08	0.0037164728276813824	0.0013139715692745244	5.6963079903923605e-06	2.0139490038667763e-06	5.315078619390439e-06	1.879164067155306e-06	0.003716682266806948	0.0013140456171874908	1.841121904477453e-07	6.509348918235489e-08	0.003716682266806948	0.0013140456171874908	5.655322807618189e-06	1.9994585535328832e-06	5.17646489778372e-06	1.8301567158984983e-06	0.0037166808799181964	0.0013140451268482704	1.8411418909223273e-07	6.509419580989002e-08	0.0037166808799181964	0.0013140451268482704	2.0064829372625604e-15	2.0302926359325184e-15	2.0897262628697257e-15	2.025987854302718e-15	2.0897262628697257e-15	1.5952154916001003e-13	2.0064829372625604e-15	2.0302926359325184e-15	7.568018948248376e-05	7.568018948215254e-05	7.568018948248376e-05	0.00011560339897015362
0.0	80	12	4	MinusDiagonal	0.10188640149968768	0.011391245986806908	0.10188640149968775	0.011391245986806915	3.9949801001241844e-06	1.153251418106948e-06	3.995529911005322e-06	1.153410134837062e-06	0.00038255861177303443	0.0001104351587439855	7.671916029826656e-10	2.2146913925103126e-10	0.00038255861501143573	0.00011043515967883142	3.995532490806843e-06	1.1534108795616134e-06	0.0003847484688213798	0.00011106731602215999	0.0003847484688215163	0.00011106731602219939	6.488796080287333e-05	6.488796086971748e-05	6.488796080288043e-05	6.488796086971687e-05	10.583007201954151	1.1832161754969663	10.583005244262369	1.183215956620371	0.0064371211517225005	0.0007196920237326624	3.189657544311877e-07	3.566145547013202e-08	10.583007201954151	1.1832161754969663	10.583003538744554	1.1832157659376825	10.583011334759245	1.1832166375586226	0.02130783407742106	0.0023822882725200003	0.020320584844141124	0.002271910452702576	10.583011334759245	1.1832166375586226	10.583217861933418	1.1832397279986553	10.583192681255934	1.1832369127133266	0.02130783407742106	0.0023822882725200003	0.020320584844141124	0.002271910452702576	10.583217861933418	1.1832397279986553	6.975860983926238e-06	2.0137576084496107e-06	6.509035589760269e-06	1.8789967249564729e-06	0.004551731035369729	0.0013139715692747436	2.2554284759863482e-07	6.510861188743328e-08	0.004551731035369729	0.0013139715692747436	6.976303258401097e-06	2.0138852820931686e-06	6.509422339725134e-06	1.879108370054635e-06	0.004551902048176993	0.001314020936419898	2.255072183783437e-07	6.509832661747023e-08	0.004551902048176993	0.001314020936419898	6.942855034213071e-06	2.0042296114737326e-06	6.396713873414035e-06	1.8465722383723035e-06	0.004551900915738049	0.0013140206095129333	2.255088502566465e-07	6.509879770015894e-08	0.004551900915738049	0.0013140206095129333	2.080483573663431e-15	2.0829014029679997e-15	2.0194447259710096e-15	2.1799089836877403e-15	2.1799089836877403e-15	2.0901486179756722e-13	2.080483573663431e-15	2.0829014029679997e-15	0.00010595815857153141	0.00010595815857132909	0.00010595815857153141	9.672612377861553e-05
0.0	256	16	4	MinusDiagonal	0.21209345846506114	0.013255841154066321	0.21209345846506117	0.013255841154066323	4.613005671699326e-06	1.1532514179248315e-06	4.613929038118847e-06	1.1534822595297117e-06	0.0005265775192317462	0.00013164437980793655	1.1732055554278047e-09	2.9330138885695116e-10	0.0005265775250670877	0.0001316443812667719	4.613932955520582e-06	1.1534832388801456e-06	0.0005293536231172807	0.00013233840577932019	0.0005293536231175393	0.00013233840577938483	8.786608531137828e-05	8.786608540165373e-05	8.78660853113963e-05	8.786608540165056e-05	21.166011793647332	1.3228757371029582	21.166010488519394	1.3228756555324621	0.0074329472595047125	0.00046455920371904453	3.683099300871361e-07	2.3019370630446005e-08	21.166011793647332	1.3228757371029582	21.166008130515333	1.3228755081572083	21.166016578990234	1.3228760361868896	0.029671675474390535	0.0018544797171494085	0.02873738697283537	0.0017960866858022107	21.166016578990234	1.3228760361868896	21.16619383461511	1.3228871146634444	21.166169307205124	1.3228855817003202	0.029671675474390535	0.0018544797171494085	0.02873738697283537	0.0017960866858022107	21.16619383461511	1.3228871146634444	8.055030434029777e-06	2.0137576085074444e-06	7.5159868997616585e-06	1.8789967249404146e-06	0.005255886277096183	0.0013139715692740458	2.6043444901547323e-07	6.510861225386831e-08	0.005255886277096183	0.0013139715692740458	8.055795586623165e-06	2.0139488966557914e-06	7.516655793914799e-06	1.8791639484786999e-06	0.0052561824698549395	0.0013140456174637349	2.603752082045573e-07	6.509380205113932e-08	0.0052561824698549395	0.0013140456174637349	7.997871251811195e-06	1.9994678129527988e-06	7.320661324447084e-06	1.830165331111771e-06	0.005256180508489689	0.0013140451271224222	2.603780347331493e-07	6.509450868328732e-08	0.005256180508489689	0.0013140451271224222	2.4324547415589377e-15	2.429463395871874e-15	2.288495000485314e-15	2.2890690779691463e-15	2.4324547415589377e-15	2.3825965407607705e-13	2.4324547415589377e-15	2.429463395871874e-15	8.441529544117879e-05	8.441529544114911e-05	8.441529544117879e-05	9.365036238741988e-05
0.0	512	16	4	MinusDiagonal	0.3327595957791889	0.014706035417522433	0.332759595779189	0.014706035417522438	4.613005674532165e-06	1.1532514186330413e-06	4.613991022222715e-06	1.1534977555556787e-06	0.0006085222901354578	0.00015213057253386444	1.2760598102908584e-09	3.190149525727146e-10	0.0006085222977197023	0.00015213057442992558	4.61399611903702e-06	1.153499029759255e-06	0.0006116967995007025	0.00015292419987517563	0.0006116967995006461	0.00015292419987516154	0.00010813958582408738	0.00010813958593593598	0.0001081395858241081	0.00010813958593593739	30.983867661233287	1.3693064331652893	30.983866769661155	1.3693063937629957	0.0074329472595084135	0.0003284929632125227	3.6830992945389806e-07	1.627715304344939e-08	30.983867661233287	1.3693064331652893	30.98386515888461	1.369306322576057	30.9838709302289	1.3693065776358497	0.02967145382359505	0.0013113053878954734	0.028737157830881224	0.001270014948390263	30.9838709302289	1.3693065776358497	30.984033893815347	1.3693137796769161	30.984017138997338	1.3693130392115767	0.02967145382359505	0.0013113053878954734	0.028737157830881224	0.001270014948390263	30.984033893815347	1.3693137796769161	8.055030436384493e-06	2.0137576090961234e-06	7.515986902378362e-06	1.8789967255945905e-06	0.005255886277100616	0.001313971569275154	2.604344484476731e-07	6.510861211191828e-08	0.005255886277100616	0.001313971569275154	8.055797404814928e-06	2.013949351203732e-06	7.516657805156547e-06	1.8791644512891367e-06	0.005256182465236109	0.0013140456163090273	2.603699395512864e-07	6.50924848878216e-08	0.005256182465236109	0.0013140456163090273	7.997715712890351e-06	1.9994289282225877e-06	7.320516602926374e-06	1.8301291507315935e-06	0.005256180503905974	0.0013140451259764936	2.6037276599671327e-07	6.509319149917832e-08	0.005256180503905974	0.0013140451259764936	2.9913431268422746e-15	2.9767903769265963e-15	2.8732536345502795e-15	2.8899059864733322e-15	2.9913431268422746e-15	2.6366801180547983e-13	2.9913431268422746e-15	2.9767903769265963e-15	2.8231833510800666e-15	2.8375952226063225e-15	2.9913431268422746e-15	2.6366796929527653e-13
0.1	8	4	4	MinusDiagonal	1.9582440622268862e-15	6.923438278094614e-16	4.965577760437298e-16	1.7555968534571614e-16	1.8923041239906932e-06	9.461520619953466e-07	1.8923041238034244e-06	9.461520619017122e-07	1.8923041236232882e-06	9.461520618116441e-07	1.652386737475887e-15	8.261933687379435e-16	1.8923041237867552e-06	9.461520618933776e-07	1.8923041236399574e-06	9.461520618199787e-07	1.570788523405306e-16	7.85394261702653e-17	1.5707885234035892e-16	7.853942617017946e-17	1.242006684738419e-16	7.853501890861275e-17	1.2420066847384187e-16	7.85350189086128e-17	0.0037164546320988872	0.0013139651361646393	5.314560555929341e-06	1.8789809040620923e-06	0.0037164508321643882	0.0013139637926849132	8.529440716298773e-09	3.0156126851117525e-09	0.0037164546320988872	0.0013139651361646393	0.0037164546320985303	0.001313965136164513	5.314560554567714e-06	1.8789809035806845e-06	0.003716450832164034	0.0013139637926847878	8.529445145098209e-09	3.0156142509288095e-09	0.0037164546320985303	0.001313965136164513	0.003716454632098514	0.0013139651361645072	5.314560554508746e-06	1.8789809035598363e-06	0.003716450832164034	0.0013139637926847878	8.529445145098209e-09	3.0156142509288095e-09	0.003716454632098514	0.0013139651361645072	4.027477585661501e-06	2.0137387928307504e-06	3.75796099597665e-06	1.878980497988325e-06	0.002627927018228867	0.0013139635091144336	6.031218074413129e-09	3.0156090372065647e-09	0.002627927018228867	0.0013139635091144336	4.027477585683324e-06	2.013738792841662e-06	3.7579609952470354e-06	1.8789804976235177e-06	0.002627927018229342	0.001313963509114671	6.031221096478695e-09	3.0156105482393476e-09	0.002627927018229342	0.001313963509114671	4.02747758568843e-06	2.013738792844215e-06	3.7579609952510567e-06	1.8789804976255283e-06	0.0026279270182293425	0.0013139635091146712	6.031221096478695e-09	3.0156105482393476e-09	0.0026279270182293425	0.0013139635091146712	1.103561363756116e-15	1.0759549462407656e-15	2.970880265177007e-15	3.3738595395567486e-15	3.3738595395567486e-15	6.428207256437146e-12	1.103561363756116e-15	1.0759549462407656e-15	3.0218812065664473e-15	3.197565325225481e-15	3.197565325225481e-15	6.428209356209458e-12
0.1	32	8	4	MinusDiagonal	0.0035846224026300126	0.0006336777022232241	0.0035846224026300218	0.0006336777022232257	0.0004504133598660442	0.0001592451705491483	0.0004504133594992323	0.00015924517041946069	0.00045098350792993234	0.00015944674833027613	5.865449676213569e-12	2.073749620379527e-12	0.00045098350793684337	0.00015944674833271954	0.00045041335949229367	0.00015924517041700752	1.0419778084093123e-06	3.683947870860609e-07	1.0419778083139181e-06	3.68394787052334e-07	2.008807909730232e-07	2.00880791463516e-07	2.008807909700095e-07	2.0088079146357281e-07	5.657433474344574	1.0001023934552045	5.657431033450997	1.0001019619621043	0.0052558551707523795	0.0009291127080433468	1.2061231585393708e-08	2.132144660873316e-09	5.657433474344574	1.0001023934552045	5.657433464517125	1.0001023917179406	5.657431051867068	1.0001019652176364	0.005316277880000139	0.0009397940349050352	0.0007995714234498377	0.00014134559389109016	5.657433464517125	1.0001023917179406	5.657434347349249	1.000102547782086	5.65743183025819	1.0001021028190467	0.005316277880000139	0.0009397940349050352	0.0007995714234498377	0.00014134559389109016	5.657434347349249	1.000102547782086	5.695154668138027e-06	2.01354124287331e-06	5.31402466698581e-06	1.8787914387091254e-06	0.003716450030115928	0.0013139635091179607	8.528562998706332e-09	3.0153023650809618e-09	0.003716450030115928	0.0013139635091179607	5.6951555216153415e-06	2.0135415446231086e-06	5.3140254145540954e-06	1.8787917030144275e-06	0.0037164503596923706	0.0013139636256408293	8.528241419614053e-09	3.015188669702543e-09	0.0037164503596923706	0.0013139636256408293	5.695084315162943e-06	2.013516369340431e-06	5.313790182058149e-06	1.8787085357679078e-06	0.0037164503575366284	0.0013139636248786595	8.52856218859144e-09	3.0153020786620948e-09	0.0037164503575366284	0.0013139636248786595	2.120756943465012e-15	2.0819638388800456e-15	0.00035322460137221946	0.0003532246013714491	0.00035322460137221946	7.179793553626565e-12	2.120756943465012e-15	2.0819638388800456e-15	0.0003668650201760013	0.0003668650201760129	0.0003668650201760129	5.682345655495368e-07
0.1	56	12	4	MinusDiagonal	0.11741655304464284	0.01569044689389365	0.11741655304464298	0.015690446893893668	0.00042614887819530115	0.0001230185847704571	0.00042614910897712644	0.00012301865139143156	0.000926143483278628	0.00026735459468956677	4.152670906496988e-10	1.1987728328609817e-10	0.0009261434859925003	0.00026735459547299424	0.000426149114420176	0.00012301865296270462	0.0010062799969861853	0.00029048801357005495	0.001006279996986635	0.0002904880135701848	0.0001232043899654944	0.00012320439009263573	0.0001232043899654103	0.0001232043900926396	7.999536212527711	1.0689829914417839	7.9995336222232645	1.0689826452977922	0.006437081665134387	0.0008601912200577565	1.477457487407808e-08	1.9743356147871044e-09	7.999536212527711	1.0689829914417839	7.999530295275502	1.0689822007156968	7.999543265764112	1.068983933970144	0.02321401068603627	0.0031021026628591723	0.022312972355951935	0.002981696351304654	7.999543265764112	1.068983933970144	8.000107743101026	1.0690593654271914	8.000053976858206	1.069052180610777	0.02321401068603627	0.0031021026628591723	0.022312972355951935	0.002981696351304654	8.000107743101026	1.0690593654271914	6.976317457756358e-06	2.0138893810939595e-06	6.509478613427758e-06	1.8791246148733141e-06	0.004551703114152752	0.0013139635091136749	1.0447189986109856e-08	3.0158439753778443e-09	0.004551703114152752	0.0013139635091136749	6.976853920364647e-06	2.0140442445096124e-06	6.509948487454563e-06	1.8792602558212447e-06	0.004551909161637402	0.001314022989899039	1.0445124476145187e-08	3.0152477140107865e-09	0.004551909161637402	0.001314022989899039	6.927569928624329e-06	1.9998171815606065e-06	6.341251596586672e-06	1.8305616581442297e-06	0.0045519077598773555	0.001314022585245769	1.0445205175788802e-08	3.0152710099912685e-09	0.0045519077598773555	0.001314022585245769	2.3382382974147315e-15	2.2836571769450796e-15	0.0007674421363336289	0.0007674421363331438	0.0007674421363336289	6.4294361537444995e-12	2.3382382974147315e-15	2.2836571769450796e-15	0.0005903232824300878	0.0005903232824297065	0.0005903232824300878	0.00044861910177591396
0.1	80	12	4	MinusDiagonal	0.11752593741138297	0.013139799258561898	0.11752593741138308	0.01313979925856191	0.00014474059250123243	4.178301002162624e-05	0.00014474036351943181	4.1782943920274125e-05	0.000985134660063176	0.00028438388058775254	4.144032788159746e-10	1.1962792228873324e-10	0.0009851346630701055	0.00028438388145577835	0.00014474036000793685	4.1782942906592846e-05	0.0009456386032489299	0.00027298235107093573	0.0009456386032495619	0.00027298235107111815	8.638141507590012e-05	8.638141516475096e-05	8.638141507580371e-05	8.638141516475205e-05	10.58313051511987	1.1832299623280196	10.58312855758136	1.1832297434685608	0.006437081665146231	0.0007196876089992256	1.4773024408229662e-08	1.6516743405032563e-09	10.58313051511987	1.1832299623280196	10.583126038441716	1.1832294618201864	10.583135855105283	1.1832305593565389	0.02322705998916056	0.002596864252661427	0.02232655898625654	0.002496185179846421	10.583135855105283	1.1832305593565389	10.583395367682396	1.183259573744711	10.583354689828527	1.1832550258223893	0.02322705998916056	0.002596864252661427	0.02232655898625654	0.002496185179846421	10.583395367682396	1.183259573744711	6.975613370965351e-06	2.0136861287447994e-06	6.508804783921996e-06	1.8789300970500441e-06	0.004551703114161237	0.001313963509116124	1.0446092975363143e-08	3.015527295652885e-09	0.004551703114161237	0.001313963509116124	6.9761475547423815e-06	2.013840334318532e-06	6.5092720012881725e-06	1.8790649710861102e-06	0.004551909413732187	0.001314023062672535	1.0444150895663344e-08	3.0149666655341518e-09	0.004551909413732187	0.001314023062672535	6.927060583011234e-06	1.999670146147191e-06	6.340635866140745e-06	1.8303839120748777e-06	0.004551908010393911	0.0013140226575636693	1.044449351120968e-08	3.0150655701231043e-09	0.004551908010393911	0.0013140226575636693	2.236734262359214e-15	2.1972481249278972e-15	0.000747784690355717	0.0007477846903554414	0.000747784690355717	7.037012152844694e-12	2.236734262359214e-15	2.1972481249278972e-15	0.0005823588625963259	0.0005823588625960215	0.0005823588625963259	0.00037530041229740527
