model,U,included_groups,group_dims,projection_dim,transport_dim,hfull_spread_included,hfull_gap_to_next,max_transport_splitting,min_gap_above_transport,adiabatic_lower_time,degeneracy_upper_time,adiabatic_window_ratio,suggested_geometric_mean_time,requested_T,T_in_simple_window,holonomy_unitarity_error,loop_closure_error,ab_desired_coeff,ab_relative_residual,ac_desired_coeff,ac_relative_residual,max_exchange_error_raw,max_exchange_error_normalized,off_block_leakage_raw,off_block_leakage_normalized,odd_target_error_raw,odd_target_error_normalized,even_target_error_raw,even_target_error_normalized
physical_projected_junction,0.0,0-0,8,8,4,0.006083569165831193,1.4503486424782164,2.4620654026641375e-07,1.3958435514040977,0.7164126660141007,4061630.5274341037,5669400.779904918,1705.8146307624766,1000.0,True,9.470427769995361e-15,8.951210868029121e-05,-0.9857729490318717,1.2489130810284797e-07,-0.9857729490318717,1.2489130711737024e-07,0.0037164545842930407,0.0018582272921465204,1.2369804963085693e-15,6.184902481542847e-16,1.3386729271699025e-06,9.465847045926832e-07,1.3386729275944822e-06,9.465847048929064e-07
physical_projected_junction,0.0,0-1,8+24,32,16,1.4625157808098788,1.4503486424782128,0.009341407835965598,1.3924240150471616,0.7181720432810331,107.05024526922739,149.05933232956102,8.768152221462444,1000.0,False,2.2482607573640538e-14,0.00017943517239954682,-0.4928864745159356,0.8666855391646613,-0.4928864745159358,0.866685539164661,7.999999999999875,1.9999999999999687,2.9571171372046015e-15,7.392792843011504e-16,2.8284255293917555,0.9999994359570303,2.828425529391759,0.9999994359570317
physical_projected_junction,0.0,0-2,8+24+24,56,28,2.9189479924539263,0.3847365724045446,0.010389840793546434,1.39242401504716,0.7181720432810339,96.24786557087015,134.01783941791032,8.313995806979342,1000.0,False,3.8822425498648676e-14,0.00023775731678742865,-0.14082470700455288,0.9898238588910431,-0.1408247070045532,0.9898238588910429,11.313708498983413,2.1380899352991403,4.817436960838243e-15,9.104100110792e-16,3.9999977441750616,1.0690443647551229,3.999997744175062,1.069044364755123
physical_projected_junction,0.0,0-3,8+24+24+24,80,40,3.3097681340243015,1.0595285009078412,0.023585925996317147,1.39242401504716,0.7181720432810339,42.39816576021421,59.036224198472496,5.518077322345258,1000.0,False,5.75093840198343e-14,0.0002846998351782962,-0.19715458980637413,0.9800300324764204,-0.19715458980637435,0.9800300324764204,11.313709785671467,1.788854585442863,6.258313549852368e-15,9.895262564513605e-16,3.999997767483737,0.8944266917941034,3.999997767483896,0.8944266917941389
physical_projected_junction,0.1,0-0,8,8,4,0.00028177181170097043,1.7650005142352834,7.175390921432268e-07,1.4139658916091369,0.7072306382595758,1393652.2914913069,1970576.8049316225,992.7908136275825,1000.0,True,6.762442658734037e-15,9.07486734784594e-05,-0.9993909069616833,3.590208715609929e-07,-0.9993909069616834,3.590208717419813e-07,0.0037164545831389778,0.0018582272915694889,6.036285925043121e-16,3.0181429625215604e-16,1.3380853481396564e-06,9.461692234759132e-07,1.3380853488848972e-06,9.46169224002878e-07
physical_projected_junction,0.1,0-1,8+24,32,16,1.7655431468173335,0.5062490730463578,0.0008709192010325495,1.4139658916091382,0.7072306382595751,1148.2121404768825,1623.5328029658322,28.49650513601376,1000.0,True,3.0135023820165984e-14,0.0001815713871174182,-0.49948819039410663,0.8662626754923143,-0.49948819039410725,0.8662626754923141,7.999999999999999,1.9999999999999998,2.99157087078373e-15,7.478927176959325e-16,2.82842553014861,0.9999994362246188,2.8284255301486048,0.999999436224617
physical_projected_junction,0.1,0-2,8+24+24,56,28,2.272100565054786,1.258464007039184,0.002408083870768185,1.413136201665747,0.7076458722246596,415.26792822253213,586.8301427619931,17.14242209473215,1000.0,False,4.131005714973888e-14,0.0002401799261955161,-0.42794053047044756,0.9037521950224414,-0.42794053047044794,0.9037521950224411,8.001680957509132,1.5121755631464537,8.164033904065372e-15,1.542857386089766e-15,2.829019016457222,0.7560871357322225,2.82901901645725,0.75608713573223
physical_projected_junction,0.1,0-3,8+24+24+24,80,40,3.530804521822965,0.506269984087711,0.0027082965107830814,1.4131410091815853,0.7076434648083321,369.23578936741245,521.7822360126245,16.164383480949567,1000.0,False,6.413322795647567e-14,0.0002871343618920084,-0.19953777377716508,0.9798882896883595,-0.1995377737771653,0.9798882896883595,11.314896567469997,1.7890422321213124,9.414127709925116e-15,1.4885042873534149e-15,4.00041742512932,0.8945205300963834,4.000417425129303,0.8945205300963797
physical_projected_junction,2.0,0-0,8,8,4,0.004578750668006393,1.9648577986758653,0.030907316303557364,1.4421524309013978,0.6934079772517275,32.35479878545463,46.66055171976899,4.736567911495491,1000.0,False,6.618387421532227e-15,9.571110015102988e-05,-1.0539274744027785,0.014662681654446107,-1.0539274744027785,0.01466268165444493,0.003716454578877358,0.001858227289438679,9.879736335915523e-16,4.939868167957761e-16,1.3359484191603907e-06,9.446581865037604e-07,1.3359485331434708e-06,9.446582671019693e-07
physical_projected_junction,2.0,0-1,8+24,32,16,1.9742936531819364,0.9425649779256666,0.4181426398226926,1.325975876098847,0.7541615334225382,2.391528403857678,3.171108970520462,1.3429812836658825,1000.0,False,1.989955163269827e-14,0.0002017008791141135,-0.5097185255734047,0.8884663873472981,-0.5097185255734049,0.8884663873472984,8.000321541889763,2.0000803854724407,2.534158821552678e-14,6.335397053881695e-15,2.8285420974453617,1.0000406489876177,2.828844950585949,1.0001477237423242
